;;;;Catégories;;;;;;Groupes réels;;;Accès tâches utilisateur;;;;;;;;;;;;;;Région Morges;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Secrétariats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;; Central;;;Régional;;;Paroissial;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;Superstructures groupes A;;Superstructures groupes B;;Superstructures groupes C;;Groupes;;Sous-Groupes A;Consultation;Composition;Définition;Consultation;Composition;Définition;Consultation;Composition;Définition;Abacus;A décider…;Focntions;Bénévoles;Code FM pro;;;;;;;;;;;;;;;;;;
70300;6.2.3;0602030000;;;;;3;Groupes CER Divers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70310;6.2.3 - 1;0602030100;;;;;;;1;n1,n2,n3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71000;6.3;0603000000;;;3;Eglises hors CER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71100;6.3.1;0603010000;;;;;1;Eglises réformées Suisse allemande;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71110;6.3.1 - 1;0603010100;;;;;;;1;Appenzell;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71120;6.3.1 - 2;0603010200;;;;;;;2;Argovie;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71130;6.3.1 - 3;0603010300;;;;;;;3;Bâle-campagne;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71140;6.3.1 - 4;0603010400;;;;;;;4;Bâle-ville;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71150;6.3.1 - 5;0603010500;;;;;;;5;Grisons;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71160;6.3.1 - 6;0603010600;;;;;;;6;Lucerne;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71170;6.3.1 - 7;0603010700;;;;;;;7;Schafouse;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71180;6.3.1 - 8;0603010800;;;;;;;8;Schwitz;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71190;6.3.1 - 9;0603010900;;;;;;;9;Soleure;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71200;6.3.1 - 10;0603011000;;;;;;;10;St-Gall;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71210;6.3.1 - 11;0603011100;;;;;;;11;Tessin;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71220;6.3.1 - 12;0603011200;;;;;;;12;Thurgovie;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71230;6.3.1 - 13;0603011300;;;;;;;13;Unterwald;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71240;6.3.1 - 14;0603011400;;;;;;;14;Uri;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71250;6.3.1 - 15;0603011500;;;;;;;15;Zug;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
71260;6.3.1 - 16;0603011600;;;;;;;16;Zurich;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
72000;6.4;0604000000;;;4;FEPS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72100;6.4.1;0604010000;;;;;1;Organes;;;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
72110;6.4.1 - 1;0604010100;;;;;;;1;Conseil;;;O;O;;O;;;O;;;;;2;;;;;;;;;;;;;;;;;;;;
72120;6.4.1 - 2;0604010200;;;;;;;2;Assemblée délégués;;;O;O;;O;;;O;;;;;;;;;;;;;;;;;;;;;;;;;
72130;6.4.1 - 2.1;0604010201;;;;;;;;;;Bureau;O;O;;O;;;O;;;;;1;;;;;;;;;;;;;;;;;;;;
72140;6.4.1 - 2.2;0604010202;;;;;;;;;;Délégués vaudois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72150;6.4.1 - 2.3;0604010203;;;;;;;;;;Délégués CER;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72200;6.4.2;0604020000;;;;;2;Services;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72210;6.4.2 - 1;0604020100;;;;;;;1;Administration;;;;;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;
72220;6.4.2 - 2;0604020200;;;;;;;2;Ethique et théologie;;;;;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;
72230;6.4.2 - 3;0604020300;;;;;;;3;Eglises en relations;;;O;O;;O;;;O;;;;;14;;;;;;;;;;;;;;;;;;;;
72240;6.4.2 - 4;0604020400;;;;;;;4;Communication;;;;;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;
73000;6.5;0605000000;;;5;Oeuvres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73100;6.5.1;0605010000;;;;;1;Entraide;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73110;6.5.1 - 1;0605010100;;;;;;;1;EPER;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;
73120;6.5.1 - 2;0605010200;;;;;;;2;PPP;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;
73200;6.5.2;0605020000;;;;;2;Mission;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73210;6.5.2 - 1;0605020100;;;;;;;1;DM-Echanges et mission;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;
73300;6.5.3;0605030000;;;;;3;Social;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73310;6.5.3 - 1;0605030100;;;;;;;1;CSP Vaud;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;
74000;6.6;0606000000;;;6;Eglises réformées à l'étranger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74100;6.6.1;0606010000;;;;;1;France;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74110;6.6.1 - 1;0606010100;;;;;;;1;ERF;;;O;O;;;;;;;;;;13;;Pas de code;;;;;;;;;;;;;;;;;;
74120;6.6.1 - 1;0606010100;;;;;;;2;EPAL;;;O;O;;;;;;;;;;13;;Pas de code;;;;;;;;;;;;;;;;;;
74130;6.6.1 - 2;0606010200;;;;;;;3;EPUB;;;O;O;;;;;;;;;;13;;Pas de code;;;;;;;;;;;;;;;;;;
74140;6.6.1 - 3;0606010300;;;;;;;4;CPLR;;;O;O;;;;;;;;;;13;;Pas de code;;;;;;;;;;;;;;;;;;
74150;6.6.1 - 4;0606010400;;;;;;;1;n1,n2,n3;;;O;O;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;
74200;6.6.2;0606020000;;;;;2;Eglises réformées, divers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74210;6.6.2 - 1;0606020100;;;;;;;1;n1,n2,n3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75000;6.7;0607000000;;;7;Eglise catholique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75100;6.7.1;0607010000;;;;;1;Direction;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75110;6.7.1 - 1;0607010100;;;;;;;1;Vicariat;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
75120;6.7.1 - 2;0607010200;;;;;;;2;FEDEC;;;O;O;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
75130;6.7.1 - 2;0607010200;;;;;;;3;Conseil ECVD;;;O;O;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
75200;6.7.2;0607020000;;;;;2;Services;;;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75210;6.7.2 - 1;0607020100;;;;;;;1;Santé;;;O;O;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;
75220;6.7.2 - 2;0607020200;;;;;;;2;Solidarité;;;O;O;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;
75230;6.7.2 - 3;0607020300;;;;;;;3;Formation;;;O;O;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;
75240;6.7.2 - 4;0607020400;;;;;;;4;Communication;;;O;O;;;;;;;;;;14;;;;;;;;;;;;;;;;;;;;
75300;6.7.3;0607030000;;;;;3;Unités pastorales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75310;6.7.3 - 1;0607030100;;;;;;;1;Unités 1;;;O;O;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;
75320;6.7.3 - 2;0607030200;;;;;;;2;Unité 2…n;;;O;O;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;
75400;6.7.4;0607040000;;;;;4;Diocèse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75410;6.7.4 - 1;0607040100;;;;;;;1;Administration diocésaine;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76000;6.8;0608000000;;;8;Autres Eglises et communautés;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76100;6.8.1;0608010000;;;;;1;CECCV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76110;6.8.1 - 1;0608010100;;;;;;;1;Comité;;;O;O;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;
76120;6.8.1 - 2;0608010200;;;;;;;2;Membres de la CECCV;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76200;6.8.2;0608020000;;;;;2;CILV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76210;6.8.2 - 1;0608020100;;;;;;;1;Comité;;;O;O;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;
76300;6.8.3;0608030000;;;;;3;FEV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76310;6.8.3 - 1;0608030100;;;;;;;1;Comité;;;O;O;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;
76400;6.8.4;0608040000;;;;;4;Eglise orthodoxe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76410;6.8.4 - 1;0608040100;;;;;;;1;Administration;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76420;6.8.4 - 2;0608040200;;;;;;;2;Popes;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76500;6.8.5;0608050000;;;;;5;Eglise anglicane;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76510;6.8.5 - 1;0608050100;;;;;;;1;Administration;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76520;6.8.5 - 2;0608050200;;;;;;;2;Prêtres;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76600;6.8.6;0608060000;;;;;6;Catégories libres n1, n2, n3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76610;6.8.6 - 1;0608060100;;;;;;;1;Groupes libres n1, n2, n3;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77000;6.9;0609000000;;;9;Autres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77100;6.9.1;0609010000;;;;;1;Délégations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77110;6.9.1 - 1;0609010100;;;;;;;1;Délégations libres n1, n2, n3;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77200;6.9.2;0609020000;;;;;2;Catégories libres n1, n2, n3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77210;6.9.2 - 1;0609020100;;;;;;;1;Groupes libres n1, n2, n3;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78000;6.10;0610000000;;;10;VIP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78100;6.10.1;0610010000;;;;;1;Invitations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78110;6.10.1 - 1;0610010100;;;;;;;1;VIP Culte consécration 2012;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78120;6.10.1 - 2;0610010200;;;;;;;2;VIP Culte consécration 2013;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78130;6.10.1 - 3;0610010300;;;;;;;3;VIP Culte consécration 2014;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78140;6.10.1 - 4;0610010400;;;;;;;4;VIP libres n1, n2, n3;;;O;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
